Tweet,Lemmatized_Tokens
2)Το ρυμουλκούμε πολύ κοντά στα παράλια μέχρι να μας σταματήσει η Τουρκική ακτοφυλακή.,"['ρυμουλκούμε', 'κοντά', 'παράλια', 'σταματήσω', 'τουρκικός', 'ακτοφυλακή']"
"Μόλις το ξεκινήσουμε, θα κοπούν οι ροές αμέσως από τον Ερντύ.","['ξεκινήσω', 'κοπώ', 'ροή', 'από', 'ερντύ']"
2)Το ρυμουλκούμε πολύ κοντά στα παράλια μέχρι να μας σταματ…,"['ρυμουλκούμε', 'κοντά', 'παράλια', 'σταματ', '…']"
Η κακοκαιρία σταμάτησε τη μεγάλη ροή προσφύγων-μεταναστών στα νησιά,"['κακοκαιρίο', 'σταμάτησε', 'μεγάλη', 'ροή', 'προσφύγωνμεταναστός', 'νησί']"
#ΛΑΘΡΟΜΕΤΑΝΑΣΤΕΥΣΗ #ΜΕΤΑΝΑΣΤΕΥΣΗ,"['λαθρομεταναστευση', 'μεταναστευση']"
Μεταναστευτικό: «Όχι» από την Σάμο σε μεγάλη κλειστή δομή φιλοξενίας – Καλεί σε αντιδράσεις τους Δημάρχους &amp; των άλλων νησιών,"['μεταναστευτικό', '«', 'όχι', '»', 'την', 'σάμο', 'μεγάλη', 'κλειστός', 'δομή', 'φιλοξενία', 'καλώ', 'αντιδράσει', 'δημάρχου', 'άλλων', 'νησί']"
via @aegeanews,[]
@AfroditiManou1 Ο Ερντογάν φέρεται σαν Σουλτάνος είναι γνωστό.Είδατε τι έκανε με τους Κούρδους! Η Λύση που προτείνετε για το Προσφυγικό-Μεταναστευτικό ποιά είναι;Οι άνθρωποι αυτοί δεν ξεσπιτώνονται έτσι για το γούστο τους.Συμφωνείτε με την κυβέρνηση αυτή;Οι απόψεις του Μπογδάνου σας καλύπτουν;,"['ερντογάν', 'φέρομαι', 'σουλτάνος', 'γνωστόείδατε', 'κάνω', 'τους', 'Κούρδους', 'λύση', 'προτείνω', 'προσφυγικόμεταναστευτικό', 'είναιοι', 'άνθρωποι', 'δεν', 'ξεσπιτώνομαι', 'για', 'γούστο', 'τουςσυμφωνείτε', 'την', 'κυβέρνηση', 'αυτήοι', 'απόψει', 'Μπογδάνου', 'καλύπτω']"
"@StraydogGreece Άρα με το - καθαρά κομματικό - σκεπτικό σου αν σε 1 χρόνο κυβέρνησης ΝΔ μπουν λιγότεροι από... 215.873, εσύ θα είσαι... ευχαριστημένος!!!","['καθαρά', 'κομματικό', 'σκεπτικό', '1', 'χρόνο', 'κυβέρνηση', 'μπω', 'λιγότερος', '215873', 'ευχαριστημένο']"
"Και μόνο ότι αναγκάζεσαι να συγκρίνεις τις επιδόσεις της ΝΔ στο μεταναστευτικό με τις κακιστες του ΣΥΡΙΖΑ, τα λέει όλα... 🤣🤣🤣","['μόνο', 'αναγκάζεσαι', 'συγκρίνει', 'επιδόσει', 'μεταναστευτικό', 'τις', 'κακιστες', 'συριζας', 'λέω', 'rolling', 'the', 'laughing']"
"@Nogate_T Όχι, απλά απατεώνες που τρώνε απο το μεταναστευτικό.","['όχι', 'απλά', 'απατεώνες', 'τρώνε', 'απο', 'μεταναστευτικό']"
Καθηγητής Μάζης: Σε λίγο η Ελλάδα απλά δεν θα υπάρχει λόγω '' μεταναστευτικού'',"['καθηγητής', 'μάζης', 'λίγο', 'Ελλάδα', 'απλά', 'υπάρχω', 'μεταναστευτικός']"
"Ο καταξιωμένος καθηγητής Γεωπολιτικής και διεθνολόγος, Ιωάννης Μάζης, χτύπησε το καμπανάκι του κινδύνου για το μεταναστευτικό.","['καταξιωμένος', 'καθηγητής', 'γεωπολιτικός', 'διεθνολόγος', 'Ιωάννης', 'μάζης', 'χτύπησε', 'καμπανάκι', 'κινδύνο', 'μεταναστευτικό']"
[ Η ΚΥΒΕΡΝΗΣΗ ΑΚΟΥΕΙ ] ?,"['κυβερνηση', 'ακουει']"
Κοινή δράση για το μεταναστευτικό στη συνάντηση Μητσοτάκη-Κόντε,"['κοινός', 'δράση', 'μεταναστευτικό', 'συνάντηση', 'μητσοτάκηκόντε']"
"Αν γίνουν σύντομα εκλογές, η ΝΔούλα έτσι όπως τα έχει κάνει στο μεταναστευτικό, που λέει στον κόσμο να δεχτεί μαχαλάδες κ Μόριες σε κάθε πόλη κ γειτονιά, θα πάθει μεγάλο στραπάτσο.","['γίνω', 'σύντομα', 'εκλογές', 'νδούλας', 'όπως', 'έχω', 'κάνω', 'μεταναστευτικό', 'λέω', 'κόσμο', 'δεχτώ', 'μαχαλάδα', 'μόριε', 'κάθε', 'πόλη', 'γειτονί', 'πάθει', 'μεγάλος', 'στραπάτσο']"
Διορία δέκα ημερών από τον Χρυσοχοΐδη στις ΜΚΟ που ασχολούνται με το Μεταναστευτικό για να καταγραφούν,"['διορία', 'δέκα', 'ημερή', 'τον', 'Χρυσοχοΐδη', 'μκο', 'ασχολούνται', 'μεταναστευτικό', 'καταγραφούν']"
μέσω του χρήστη @Newspepper,"['του', 'χρήστη']"
"Ο Μητσοτάκης με την πολιτική του στο #μεταναστευτικο καίει το όνομα της οικογένειάς του, την πολιτική του καριέρα, το κόμμα του, τη χώρα. Είναι σχεδόν σίγουρο ότι αν τη συνεχίσει δεν ξαναβγάζει αυτοδυναμία &amp; δύσκολα θα ξαναβγεί γενικώς. Εύλογο το ερώτημα λοιπόν. Γιατί?","['μητσοτάκη', 'την', 'πολιτική', 'στο', 'μεταναστευτικο', 'καίω', 'όνομο', 'οικογένειά', 'την', 'πολιτικός', 'καριέρα', 'κόμμος', 'χώρα', 'σχεδόν', 'σίγουρο', 'τη', 'συνεχίσει', 'ξαναβγάζω', 'αυτοδυναμίος', 'δύσκολο', 'ξαναβγώ', 'γενικώς', 'εύλογο', 'ερώτημας', 'γιατί']"
Μεταναστευτικό - 411 νέες αφίξεις προσφύγων και μεταναστών στα νησιά - Τρεις συλλήψεις διακινητών #CreteDoc #Ειδήσεις,"['μεταναστευτικό', 'νέες', 'αφίξει', 'προσφύγα', 'μεταναστών', 'νησιά', 'συλλήψει', 'διακινητής', 'ειδήσει']"
"Το μεταναστευτικό, οι εξελίξεις στο κυπριακό, γενικά στα ελληνοτουρκικά, είναι ικανά για να θελήσει, με έμμεσο τρόπο, να δρομολογήσει εκλογές με απώτερο στόχο τις ευρύτερα συναινετικές καταστάσεις, μιας και οι καιροί δείχνουν να το επιτάσσουν όλο και πιο έντονα…","['μεταναστευτικό', 'εξελίξει', 'κυπριακό', 'γενικά', 'ελληνοτουρκικά', 'ικανά', 'θελήσω', 'έμμεσος', 'τρόπο', 'δρομολογήσω', 'εκλογές', 'απώτερος', 'στόχο', 'ευρύτερα', 'συναινετικός', 'καταστάσει', 'και', 'καιρός', 'δείχνω', 'το', 'επιτάσσω', 'και', 'έντονο', '…']"
Λενε διαρκως να επωμιστει ολη η ΕΕ το μεταναστευτικο &amp; οχι μονο η Ελλαδα.,"['λενε', 'διαρκω', 'επωμιστω', 'ολη', 'μεταναστευτικο', 'οχι', 'μονος', 'Ελλαδα']"
Ποια υποχρεωση εχει η ΕΕ να δεχθει ολη την Ασια &amp; Αφρικη;,"['ποια', 'υποχρεωση', 'εχω', 'δεχθει', 'ολη', 'ασιος', 'Αφρικη']"
"Εχει δεχθει ηδη αρκετους, ας κανουν αλλες χωρες το ""ανθρωπιστικο"" καθηκον τους.","['εχω', 'δεχθει', 'ηδη', 'αρκετους', 'κανω', 'αλλες', 'χωρε', 'ανθρωπιστικο', 'καθηκον']"
"Ι. Μάζης: Αν υπομένουμε και συνηθίσουμε το ""μεταναστευτικό"", θα χαθούμε - βίντεο","['μάζης', 'υπομένω', 'συνηθίσω', 'μεταναστευτικό', 'χαθούμε', 'βίντεο']"
Να απολυθούν οι μπάτσοι &amp; να αντικατασταθούν με γουρούνια.,"['απολυθώ', 'μπάτσοι', 'αντικατασταθώ', 'γουρούνι']"
Εξωτερικά η διαφορά είναι μικρή αλλά στην πραγματικότητα τα γουρούνια είναι αποτελεσματικότερα. @hellenicpolice @chrisochoidis,"['εξωτερικά', 'διαφορά', 'μικρός', 'στην', 'πραγματικότητα', 'γουρούνι', 'αποτελεσματικότερας']"
Είναι συγκεκριμένο το σύστημα που ευνοεί την λαθρομετανάστευση!,"['συγκεκριμένος', 'σύστημα', 'ευνοεί', 'λαθρομετανάστευση']"
Αλεξανδρούπολη: Έλληνες έκαναν πορεία ενάντια στην ισλαμοποίηση και την λαθρομετανάστευση - emagazin,"['αλεξανδρούπολη', 'Έλληνες', 'κάνω', 'πορεία', 'ενάντια', 'ισλαμοποίηση', 'την', 'λαθρομετανάστευση']"
"Οι Πολωνοί Πατριώτες που κορόιδευαν την Γερμανία για την Λαθρομετανάστευση, τώρα ξεκινούν οι ""Πατριώτες"" της που κυβερνούν να φέρνουν Λαθρομετανάστες. Τους το έχω πει, μην χαίροντε, το Σχέδιο τον Εβραίων συμπεριλαμβάνει και την Πολωνία, όλη την Ευρώπη.","['πολωνός', 'πατριώτες', 'κορόιδευαν', 'Γερμανία', 'την', 'λαθρομετανάστευση', 'ξεκινώ', 'πατριώτε', 'που', 'κυβερνώ', 'φέρνω', 'λαθρομετανάστα', 'λέω', 'χαίροντε', 'σχέδιο', 'εβραία', 'συμπεριλαμβάνω', 'την', 'πολωνίο', 'την', 'Ευρώπη']"
Έτσι ΑΝΤΙΜΕΤΩΠΙΖΟΥΝ τα ΣΟΒΑΡΑ κράτη την ΛΑΘΡΟΜΕΤΑΝΑΣΤΕΥΣΗ! Τί είναι οι “πορτοκαλί κάψουλες”… (ΒΙΝΤΕΟ),"['αντιμετωπιζουν', 'σοβαρο', 'κράτη', 'λαθρομεταναστευση', 'οι', '“', 'πορτοκαλί', 'κάψουλες', '""', '…', 'βιντεο']"
Έτσι ΑΝΤΙΜΕΤΩΠΙΖΟΥΝ τα ΣΟΒΑΡΑ κράτη την ΛΑΘΡΟΜΕΤΑΝΑΣΤΕΥΣΗ! Τί είναι οι “πορτοκαλί κάψουλες”… (ΒΙΝΤΕΟ) @velopky,"['αντιμετωπιζουν', 'σοβαρο', 'κράτη', 'λαθρομεταναστευση', 'οι', '“', 'πορτοκαλί', 'κάψουλες', '""', '…', 'βιντεο']"
macancestry,[]
Έξαρση της εγκληματικότητας από την αθρόα λαθρομετανάστευση,"['έξαρση', 'εγκληματικότητας', 'την', 'αθρόας', 'λαθρομετανάστευση']"
10 χοντροκομμένα παραμύθια για την μουσουλμανική #λαθρομετανάστευση - #μεταναστευτικό,"['χοντροκομμένα', 'παραμύθια', 'την', 'μουσουλμανικός', 'λαθρομετανάστευση', 'μεταναστευτικό']"
vmQvH1xTl,[]
Νεκρός από ανακοπή 35χρονος μετανάστης στη Μόρια,"['νεκρός', 'ανακοπή', 'χρονο', 'μετανάστης', 'μόριο']"
Πού ’σαι Στέλιο να μας πεις τι είναι μετανάστης,"['’', 'σαι', 'στέλιο', 'μας', 'πει', 'είναι', 'μετανάστης']"
