Tweet,Lemmatized_Tokens
RT @apokalyptikodel: Παράνομος μετανάστης «ξυλοφόρτωσε» άγρια δύο αστυνομικούς στην Μόρια – «Τόλμησαν» να του κάνουν υποδείξεις… @velopky @…,"['παράνομος', 'μετανάστης', 'ξυλοφόρτωσε', 'άγρια', 'δύο', 'αστυνομικούς', 'μόριο', 'τόλμησαν', 'του', 'κάνω', 'υποδείξει', '…']"
1)Σταματάμε το φουσκωτό/του παίρνουμε τη μηχανή,"['σταματώ', 'φουσκωτότο', 'παίρνω', 'μηχανός']"
2)Το ρυμουλκούμε πολύ κοντά στα παράλια μέχρι να μας σταματήσει η Τουρκική ακτοφυλακή.,"['ρυμουλκούμε', 'κοντά', 'παράλια', 'σταματήσω', 'τουρκικός', 'ακτοφυλακή', 'δύο']"
"Μόλις το ξεκινήσουμε, θα κοπούν οι ροές αμέσως από τον Ερντύ.","['ξεκινήσω', 'κοπώ', 'ροή', 'από', 'ερντύ']"
2)Το ρυμουλκούμε πολύ κοντά στα παράλια μέχρι να μας σταματ…,"['ρυμουλκούμε', 'κοντά', 'παράλια', 'σταματ', '…', 'δύο']"
Η κακοκαιρία σταμάτησε τη μεγάλη ροή προσφύγων-μεταναστών στα νησιά,"['κακοκαιρίο', 'σταμάτησε', 'μεγάλη', 'ροή', 'προσφύγωνμεταναστός', 'νησί']"
#ΛΑΘΡΟΜΕΤΑΝΑΣΤΕΥΣΗ #ΜΕΤΑΝΑΣΤΕΥΣΗ,"['λαθρομεταναστευση', 'μεταναστευση']"
Μεταναστευτικό: «Όχι» από την Σάμο σε μεγάλη κλειστή δομή φιλοξενίας – Καλεί σε αντιδράσεις τους Δημάρχους &amp; των άλλων νησιών,"['μεταναστευτικό', 'από', 'σάμο', 'μεγάλη', 'κλειστός', 'δομή', 'φιλοξενία', 'καλώ', 'αντιδράσει', 'δημάρχου', 'άλλων', 'νησί', 'αμπέραζ']"
via @aegeanews,['μέσω']
@AfroditiManou1 Ο Ερντογάν φέρεται σαν Σουλτάνος είναι γνωστό.Είδατε τι έκανε με τους Κούρδους! Η Λύση που προτείνετε για το Προσφυγικό-Μεταναστευτικό ποιά είναι;Οι άνθρωποι αυτοί δεν ξεσπιτώνονται έτσι για το γούστο τους.Συμφωνείτε με την κυβέρνηση αυτή;Οι απόψεις του Μπογδάνου σας καλύπτουν;,"['ερντογάν', 'φέρομαι', 'σουλτάνος', 'γνωστόείδατε', 'κάνω', 'τους', 'Κούρδους', 'λύση', 'προτείνω', 'προσφυγικόμεταναστευτικό', 'είναιοι', 'άνθρωποι', 'δεν', 'ξεσπιτώνομαι', 'για', 'γούστο', 'τουςσυμφωνείτε', 'την', 'κυβέρνηση', 'αυτήοι', 'απόψει', 'Μπογδάνου', 'καλύπτω']"
"@StraydogGreece Άρα με το - καθαρά κομματικό - σκεπτικό σου αν σε 1 χρόνο κυβέρνησης ΝΔ μπουν λιγότεροι από... 215.873, εσύ θα είσαι... ευχαριστημένος!!!","['καθαρά', 'κομματικό', 'σκεπτικό', 'χρόνο', 'κυβέρνηση', 'μπω', 'λιγότερος', 'εσύ', 'είσαι', 'ευχαριστημένος', 'hundred', 'fifteen', 'hundred', 'seventythree']"
"Και μόνο ότι αναγκάζεσαι να συγκρίνεις τις επιδόσεις της ΝΔ στο μεταναστευτικό με τις κακιστες του ΣΥΡΙΖΑ, τα λέει όλα... 🤣🤣🤣","['μόνο', 'αναγκάζεσαι', 'συγκρίνει', 'επιδόσει', 'μεταναστευτικό', 'τις', 'κακιστες', 'συριζο', 'λέω', 'rolling', 'the', 'laughing', 'κυλιομένος', 'γέλιο', 'πάτωμα', 'κυλιομένος', 'γέλιο']"
"@Nogate_T Όχι, απλά απατεώνες που τρώνε απο το μεταναστευτικό.","['όχι', 'απλά', 'απατεώνες', 'τρώνε', 'απο', 'μεταναστευτικό']"
Καθηγητής Μάζης: Σε λίγο η Ελλάδα απλά δεν θα υπάρχει λόγω '' μεταναστευτικού'',"['καθηγητής', 'μάζης', 'λίγο', 'Ελλάδα', 'απλά', 'υπάρχω', 'μεταναστευτικός']"
"Ο καταξιωμένος καθηγητής Γεωπολιτικής και διεθνολόγος, Ιωάννης Μάζης, χτύπησε το καμπανάκι του κινδύνου για το μεταναστευτικό.","['καταξιωμένος', 'καθηγητής', 'γεωπολιτικός', 'διεθνολόγος', 'Ιωάννης', 'μάζης', 'χτύπησε', 'καμπανάκι', 'κινδύνο', 'μεταναστευτικό']"
[ Η ΚΥΒΕΡΝΗΣΗ ΑΚΟΥΕΙ ] ?,"['κυβερνηση', 'ακουει']"
Κοινή δράση για το μεταναστευτικό στη συνάντηση Μητσοτάκη-Κόντε,"['κοινός', 'δράση', 'μεταναστευτικό', 'συνάντηση', 'μητσοτάκηκόντε']"
"Αν γίνουν σύντομα εκλογές, η ΝΔούλα έτσι όπως τα έχει κάνει στο μεταναστευτικό, που λέει στον κόσμο να δεχτεί μαχαλάδες κ Μόριες σε κάθε πόλη κ γειτονιά, θα πάθει μεγάλο στραπάτσο.","['γίνω', 'σύντομα', 'εκλογές', 'νδούλο', 'όπως', 'έχω', 'κάνω', 'μεταναστευτικό', 'λέω', 'κόσμο', 'δεχτώ', 'μαχαλάδε', 'μόριε', 'κάθε', 'πόλη', 'γειτονί', 'πάθει', 'μεγάλος', 'στραπάτσο']"
Διορία δέκα ημερών από τον Χρυσοχοΐδη στις ΜΚΟ που ασχολούνται με το Μεταναστευτικό για να καταγραφούν,"['διορία', 'δέκα', 'ημερή', 'τον', 'Χρυσοχοΐδη', 'μκο', 'ασχολούνται', 'μεταναστευτικό', 'καταγραφούν']"
μέσω του χρήστη @Newspepper,"['του', 'χρήστη']"
"Ο Μητσοτάκης με την πολιτική του στο #μεταναστευτικο καίει το όνομα της οικογένειάς του, την πολιτική του καριέρα, το κόμμα του, τη χώρα. Είναι σχεδόν σίγουρο ότι αν τη συνεχίσει δεν ξαναβγάζει αυτοδυναμία &amp; δύσκολα θα ξαναβγεί γενικώς. Εύλογο το ερώτημα λοιπόν. Γιατί?","['μητσοτάκη', 'την', 'πολιτική', 'στο', 'μεταναστευτικο', 'καίω', 'όνομο', 'οικογένειά', 'την', 'πολιτικός', 'καριέρα', 'κόμμος', 'χώρα', 'σχεδόν', 'σίγουρο', 'τη', 'συνεχίσει', 'ξαναβγάζω', 'αυτοδυναμίος', 'δύσκολας', 'ξαναβγώ', 'γενικώς', 'εύλογο', 'ερώτημο', 'γιατί', 'αμπέραζ']"
Μεταναστευτικό - 411 νέες αφίξεις προσφύγων και μεταναστών στα νησιά - Τρεις συλλήψεις διακινητών #CreteDoc #Ειδήσεις,"['μεταναστευτικό', 'νέες', 'αφίξει', 'προσφύγα', 'μεταναστών', 'νησιά', 'συλλήψει', 'διακινητής', 'ειδήσει', 'hundred', 'eleven']"
"Το μεταναστευτικό, οι εξελίξεις στο κυπριακό, γενικά στα ελληνοτουρκικά, είναι ικανά για να θελήσει, με έμμεσο τρόπο, να δρομολογήσει εκλογές με απώτερο στόχο τις ευρύτερα συναινετικές καταστάσεις, μιας και οι καιροί δείχνουν να το επιτάσσουν όλο και πιο έντονα…","['μεταναστευτικό', 'εξελίξει', 'κυπριακό', 'γενικά', 'ελληνοτουρκικά', 'ικανά', 'θελήσω', 'έμμεσος', 'τρόπο', 'δρομολογήσω', 'εκλογές', 'απώτερος', 'στόχο', 'ευρύτερα', 'συναινετικός', 'καταστάσει', 'και', 'καιρός', 'δείχνω', 'το', 'επιτάσσω', 'και', 'έντονας', '…']"
Λενε διαρκως να επωμιστει ολη η ΕΕ το μεταναστευτικο &amp; οχι μονο η Ελλαδα.,"['λενε', 'διαρκω', 'επωμιστω', 'ολη', 'μεταναστευτικο', 'οχι', 'μονος', 'Ελλαδα', 'αμπέραζ']"
Ποια υποχρεωση εχει η ΕΕ να δεχθει ολη την Ασια &amp; Αφρικη;,"['ποια', 'υποχρεωση', 'εχω', 'δεχθει', 'ολη', 'ασιος', 'Αφρικη', 'αμπέραζ']"
"Εχει δεχθει ηδη αρκετους, ας κανουν αλλες χωρες το ""ανθρωπιστικο"" καθηκον τους.","['εχω', 'δεχθει', 'ηδη', 'αρκετους', 'κανω', 'αλλες', 'χωρε', 'ανθρωπιστικο', 'καθηκον']"
"Ι. Μάζης: Αν υπομένουμε και συνηθίσουμε το ""μεταναστευτικό"", θα χαθούμε - βίντεο","['μάζης', 'υπομένω', 'συνηθίσω', 'μεταναστευτικό', 'χαθούμε', 'βίντεο']"
Να απολυθούν οι μπάτσοι &amp; να αντικατασταθούν με γουρούνια.,"['απολυθώ', 'μπάτσοι', 'αντικατασταθώ', 'γουρούνι', 'αμπέραζ']"
Εξωτερικά η διαφορά είναι μικρή αλλά στην πραγματικότητα τα γουρούνια είναι αποτελεσματικότερα. @hellenicpolice @chrisochoidis,"['εξωτερικά', 'διαφορά', 'μικρός', 'στην', 'πραγματικότητα', 'γουρούνι', 'αποτελεσματικότερας']"
Είναι συγκεκριμένο το σύστημα που ευνοεί την λαθρομετανάστευση!,"['συγκεκριμένος', 'σύστημα', 'ευνοεί', 'λαθρομετανάστευση']"
Αλεξανδρούπολη: Έλληνες έκαναν πορεία ενάντια στην ισλαμοποίηση και την λαθρομετανάστευση - emagazin,"['αλεξανδρούπολη', 'Έλληνες', 'κάνω', 'πορεία', 'ενάντια', 'ισλαμοποίηση', 'την', 'λαθρομετανάστευση']"
"Οι Πολωνοί Πατριώτες που κορόιδευαν την Γερμανία για την Λαθρομετανάστευση, τώρα ξεκινούν οι ""Πατριώτες"" της που κυβερνούν να φέρνουν Λαθρομετανάστες. Τους το έχω πει, μην χαίροντε, το Σχέδιο τον Εβραίων συμπεριλαμβάνει και την Πολωνία, όλη την Ευρώπη.","['πολωνός', 'πατριώτες', 'κορόιδευαν', 'Γερμανία', 'την', 'λαθρομετανάστευση', 'ξεκινώ', 'πατριώτα', 'που', 'κυβερνώ', 'φέρνω', 'λαθρομετανάστε', 'λέω', 'χαίροντε', 'σχέδιο', 'εβραία', 'συμπεριλαμβάνω', 'την', 'πολωνίο', 'την', 'Ευρώπη']"
Έτσι ΑΝΤΙΜΕΤΩΠΙΖΟΥΝ τα ΣΟΒΑΡΑ κράτη την ΛΑΘΡΟΜΕΤΑΝΑΣΤΕΥΣΗ! Τί είναι οι “πορτοκαλί κάψουλες”… (ΒΙΝΤΕΟ),"['αντιμετωπιζουν', 'σοβαρο', 'κράτη', 'λαθρομεταναστευση', 'οι', '“', 'πορτοκαλί', 'κάψουλες', '""', '…', 'βιντεο']"
Έτσι ΑΝΤΙΜΕΤΩΠΙΖΟΥΝ τα ΣΟΒΑΡΑ κράτη την ΛΑΘΡΟΜΕΤΑΝΑΣΤΕΥΣΗ! Τί είναι οι “πορτοκαλί κάψουλες”… (ΒΙΝΤΕΟ) @velopky,"['αντιμετωπιζουν', 'σοβαρο', 'κράτη', 'λαθρομεταναστευση', 'οι', '“', 'πορτοκαλί', 'κάψουλες', '""', '…', 'βιντεο']"
macancestry,[]
Έξαρση της εγκληματικότητας από την αθρόα λαθρομετανάστευση,"['έξαρση', 'εγκληματικότητας', 'την', 'αθρόας', 'λαθρομετανάστευση']"
